Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Dominican Republic,DOM,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,225800000,250300000,329800000,337000000,410600000,,513500000,815800000,933100000,956600000,908700000,1048200000,1157300000,1680700000,2003400000,1899500000,3104800000,3597900000,4158700000,6870500000,10180600000,13988700000,14738700000,16524900000,19014000000,28706600000,32488000000,37666000000,43214500000,52003494922,59249421263,67337396583,1.24783E+11,1.47298E+11,1.73566E+11,1.98144E+11,2.55838E+11,2.62047E+11,2.81789E+11,3.09782E+11,3.77824E+11,4.04842E+11,4.5763E+11,4.87436E+11,5.63163E+11,6.09166E+11,6.65221E+11,7.23755E+11,
Algeria,DZA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,2694000000,2933000000,3484000000,3658000000,4913000000,,7015000000,10412000000,10056000000,11993000000,13358000000,15524000000,15527000000,19805000000,20966000000,23101000000,30727000000,48607000000,48864000000,54250000000,57375000000,61819000000,64433000000,,,,,1.03244E+11,1.14113E+11,1.30499E+11,1.47489E+11,2.02381E+11,2.18489E+11,2.715E+11,3.13464E+11,3.48228E+11,4.00223E+11,4.80463E+11,5.99081E+11,7.01209E+11,7.388E+11,,,,,
Euro area,EMU,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,3654153595,4459509815,5529912372,6846128881,8382315820,11598331590,15504910269,19501640763,23160001442,26403062758,34006466890,39680622168,45920930848,54732970322,62454172827,69936172515,76636856466,86761506377,96414962797,1.08692E+11,1.23103E+11,1.39088E+11,1.4423E+11,,,,,,,,,,,,,,,,,,,,,,,3.68811E+11,3.87036E+11,4.01444E+11,
Estonia,EST,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568932.816,,,,1063400000,1322400000,1544500000,1815200000,2004100000,2058600000,2188200000,2405500000,2688400000,2992900000,3405100000,4017100000,4793700000,5699300000,5757800000,5583800000,5788700000,6112900000,6472300000,6793600000,7459200000,7893200000,8339900000,9214400000,10005100000,
Ethiopia,ETH,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4053900000,3699800000,3350700000,3948400000,4984000000,5686400000,5992500000,6918700000,8610900000,10503300000,,9948300000,11566100000,11664200000,14118000000,15934300000,12622900000,13332980000,32221750000,41073300000,48246900000,54515559000,63271500000,88529235020,1.01334E+11,1.34698E+11,1.5821E+11,2.05868E+11,2.37998E+11,2.61149E+11,
European Union,EUU,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,2124045323,2486994869,3326084434,4505754550,5254190823,5944265885,6570093159,7571820449,8540414718,9830247926,11579065985,13410296128,14436242480,16199524701,17710525032,19449251816,21177550948,23087661229,25609807374,29922313997,33172209300,35914345253,36690532533,47924000000,45840000000,44677000000,45238000000,46323000000,46263000000,48098000000,50959000000,52954000000,54921000000,57121000000,59268000000,61061000000,64827000000,69470000000,72215000000,75008000000,78198000000,81912000000,83902000000,85451000000,86103000000,85762000000,87261000000,88951000000,
Fiji,FJI,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474340000,481480000,557390000,695620000,721100000,741590000,805640000,,,,,,,,1177970000,1245440000,1412878203,,,,1435927581,1505556868,1634791583,1881362004,2335843705,2585475092,2615651682,2792984537,3265136563,3185047194,
France,FRA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,46954297309,52671135456,65110975262,79182019553,92048716608,1.04717E+11,1.2234E+11,1.41351E+11,1.64736E+11,1.98245E+11,2.33994E+11,2.6456E+11,2.9037E+11,3.13298E+11,3.32125E+11,3.47608E+11,3.67552E+11,3.86794E+11,4.10347E+11,4.38748E+11,4.69741E+11,4.99636E+11,5.17991E+11,5.73806E+11,5.90284E+11,6.12548E+11,6.16282E+11,6.35901E+11,6.52542E+11,6.82566E+11,7.20421E+11,7.44165E+11,7.67081E+11,7.97153E+11,8.26204E+11,8.57987E+11,8.90249E+11,9.29889E+11,9.84157E+11,9.7949E+11,1.00413E+12,1.01878E+12,1.03811E+12,1.05507E+12,1.06974E+12,1.09597E+12,1.10494E+12,1.12769E+12,
Faroe Islands,FRO,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47932623.43,46683832,49814514.78,48816259,57085248,57720850,57789056.79,65363677.79,73648321,81273952.97,86444225.17,93401394.96,
Gabon,GAB,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42715E+12,1.41923E+12,1.37101E+12,1.46134E+12,1.41991E+12,1.3582E+12,1.28332E+12,1.33887E+12,
United Kingdom,GBR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,20084000000,22665000000,29324000000,39873000000,47178000000,52074000000,60412000000,70438000000,86445000000,1.00865E+11,1.11061E+11,1.19128E+11,1.27744E+11,1.36994E+11,1.43518E+11,1.51095E+11,1.58477E+11,1.67997E+11,2.00605E+11,2.25389E+11,2.53009E+11,2.64473E+11,2.76317E+11,3.01027E+11,3.10217E+11,3.14732E+11,3.23318E+11,3.34657E+11,3.58223E+11,3.76971E+11,4.08304E+11,4.48471E+11,4.7781E+11,5.12542E+11,5.42521E+11,5.7373E+11,6.34238E+11,6.55592E+11,6.88219E+11,6.92169E+11,7.255E+11,7.15483E+11,7.35526E+11,7.41735E+11,7.51581E+11,7.70552E+11,7.93332E+11,8.16539E+11,
Georgia,GEO,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345400000,674300000,914500000,859300000,966100000,911200000,1071800000,1149100000,1248700000,1940600000,2527800000,3230600000,4440600000,5633900000,5632000000,5549900000,6039300000,6771400000,7168500000,8323000000,9565500000,10481500000,11104800000,10761600000,12115000000,14443300000
Ghana,GHA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712365300,978658300,1456817408,1875713086,2212273634,2921915559,4136575547,6200523340,6597796462,9280938302,12645724165,20247720934,24000689742,28851277192,55081089581,40162940976,45609218533,54317082833,62434270585,
Gibraltar,GIB,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60133E+11,2.02712E+11,2.56763E+11,2.79476E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428710000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98995327330,,1.23544E+11,
Equatorial Guinea,GNQ,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94412E+11,2.14635E+11,3.67821E+11,3.45265E+11,4.53925E+11,5.00582E+11,8.15431E+11,8.7186E+11,7.62179E+11,7.75122E+11,6.82506E+11,7.01522E+11,7.50849E+11,7.59747E+11,
Greece,GRC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,239148936.2,307028613.4,406016140.9,480616287.6,646661775.5,794218635.4,961760821.7,1183037417,1521261922,2057872340,3607278063,3496962583,4963433602,6120586941,7272017608,8959119589,10834101247,14440733676,19258547322,,,,,39890000000,43702000000,48649000000,53496000000,55914000000,60520000000,64582000000,68650000000,75180000000,84175000000,85561000000,92416000000,1.02501E+11,1.14246E+11,1.21773E+11,1.14207E+11,1.11472E+11,1.05645E+11,1.08213E+11,86758000000,90452000000,84182000000,84154000000,85982000000,85571000000,
Grenada,GRD,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3133570000,3859580000,5194670000,5542040000,5930970000,6439592000,7634800000,8918270000,11674560000,14229760000,16381880000,19380430000,20758690000,24968560000,24128930000,26660700000,29905500000,32608300000,34564500000,38244513141,42143089467,46513924130,51170792587,54267625831,56411557659,57798957332,61516737917,64928081312,68643690169,74684077789,
Guam,GUM,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,211500000,203200000,220400000,267500000,338500000,,,,,,,,,,,,,,,,,,,,,,,,,,,29852600000,31560650000,36531900000,41068250000,52374771000,57855056000,65070200000,68081600000,75395166608,84914253465,89969723248,1.00515E+11,1.01179E+11,,,,,
Heavily indebted poor countries (HIPC),HPC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160920000,986730000,13638020000,32850630000,,,,,,,84086715000,89445831000,92449123000,98269937000,1.04084E+11,1.12607E+11,1.20304E+11,1.2902E+11,1.32172E+11,1.37036E+11,1.40612E+11,1.35498E+11,1.33474E+11,1.37733E+11,1.38359E+11,1.40189E+11,1.4195E+11,1.49076E+11,1.55037E+11,
Haiti,HTI,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,4.151E+11,4.37E+11,4.575E+11,4.816E+11,5.12E+11,6.045E+11,6.661E+11,7.485E+11,9.056E+11,1.0608E+12,1.2923E+12,1.5741E+12,1.8601E+12,2.3202E+12,2.97935E+12,3.34039E+12,3.94274E+12,4.71696E+12,5.11319E+12,5.51045E+12,6.30415E+12,7.48218E+12,8.16299E+12,8.78397E+12,9.44183E+12,1.04271E+13,1.09082E+13,1.20687E+13,1.19343E+13,1.19635E+13,1.2837E+13,1.29324E+13,1.42448E+13,1.47692E+13,1.51294E+13,1.57559E+13,1.64339E+13,1.71834E+13,1.85794E+13,
IBRD only,IBD,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,4.76E+11,7.64E+11,1.417E+12,1.678E+12,1.998E+12,2.333E+12,2.821E+12,4.249E+12,6.155E+12,7.432E+12,8.086E+12,9.86E+12,1.0955E+13,1.2929E+13,1.5026E+13,1.4841E+13,1.5965E+13,1.9358E+13,2.4882E+13,2.556E+13,3.0433E+13,3.53178E+13,3.8164E+13,4.4138E+13,5.5189E+13,8.10959E+13,1.28355E+14,1.79577E+14,,,2.86273E+14,3.27382E+14,3.86937E+14,,,,9.12962E+14,8.61522E+14,9.61809E+14,1.18E+15,1.35E+15,1.47E+15,1.68E+15,1.67E+15,1.84E+15,1.94E+15,2.20E+15,2.29E+15,
IDA only,IDX,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,69320000000,86170000000,97590000000,1.0928E+11,1.2698E+11,1.5216E+11,1.721E+11,1.9655E+11,2.3113E+11,2.7184E+11,3.3145E+11,4.0913E+11,4.8833E+11,5.7056E+11,6.6635E+11,7.8784E+11,8.9206E+11,1.01584E+12,1.15066E+12,1.3267E+12,1.50059E+12,1.71744E+12,1.964E+12,2.25574E+12,2.55346E+12,2.94343E+12,3.29765E+12,3.59919E+12,4.00138E+12,4.35009E+12,4.82203E+12,5.51138E+12,6.46256E+12,7.47431E+12,9.4996E+12,1.07286E+13,1.26008E+13,1.26588E+13,1.60762E+13,1.86911E+13,1.84565E+13,2.08309E+13,2.35061E+13,2.66846E+13,2.96028E+13,,
Not classified,INX,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,920560106.9,1111020819,1352271054,1895718951,2359173350,2792154034,3429562550,4196484349,5414163166,6876901433,8756113789,9865864869,10604852431,11713333774,12202182934,12958946828,12932282329,12363439670,13529059226,14581672093,15683804745,16961161252,17992188571,20374931000,21267287000,22953626000,25010742000,27288944000,30041057000,35381080000,40084342000,43273015000,46438051000,51816147000,56698655000,62920316000,69424728000,74662711000,1.04385E+11,75969739000,70252315000,68990617000,68573289000,72066984000,70695522000,73235809000,76782568000,79003223000,
"Iran, Islamic Rep.",IRN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,2.698E+11,3.446E+11,1.0335E+12,1.2025E+12,1.4123E+12,1.5907E+12,1.6093E+12,1.6497E+12,1.8476E+12,2.1859E+12,2.4464E+12,2.7714E+12,2.7659E+12,2.8995E+12,2.7919E+12,3.2656E+12,4.0186E+12,4.0837E+12,5.5716E+12,7.102E+12,9.983E+12,1.5741E+13,2.1712E+13,2.9363E+13,4.2215E+13,5.0413E+13,6.4232E+13,7.87547E+13,9.79201E+13,1.29546E+14,1.78988E+14,2.1609E+14,2.72614E+14,3.94213E+14,5.05975E+14,5.46384E+14,7.09549E+14,8.06599E+14,,,,,,,,,,,
Iraq,IRQ,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.84715E+13,5.26241E+13,5.23031E+13,5.75776E+13,6.58405E+13,7.62531E+13,
Iceland,ISL,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,169500000,246600000,406500000,570400000,684700000,988400000,1605900000,2479300000,3707900000,5895400000,9636200000,17750100000,21061300000,31156600000,45738200000,57066700000,78293700000,1.01432E+11,1.10928E+11,1.24995E+11,1.2671E+11,1.27471E+11,1.34336E+11,1.3936E+11,1.47733E+11,1.46027E+11,1.76837E+11,1.94144E+11,2.08218E+11,2.37254E+11,2.60023E+11,2.80028E+11,2.96095E+11,3.53545E+11,4.00091E+11,4.48952E+11,8.07772E+11,6.77477E+11,6.38131E+11,6.78725E+11,6.83984E+11,6.82849E+11,7.16336E+11,7.44339E+11,8.91497E+11,8.30903E+11,8.7781E+11,9.4023E+11,
Israel,ISR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,1400000,2500000,3500000,5200000,7200000,10700000,15900000,33600000,80400000,197200000,438200000,1363600000,6766100000,19703000000,26530100000,32240000000,34701700000,42202400000,52707300000,48983000000,76285000000,84433000000,99961000000,1.22659E+11,1.46273E+11,1.62039E+11,1.79243E+11,1.94231E+11,2.26088E+11,2.44091E+11,2.76644E+11,2.51284E+11,2.53757E+11,2.63975E+11,2.77799E+11,2.85848E+11,3.0588E+11,3.22467E+11,3.32268E+11,3.52433E+11,3.74938E+11,3.98632E+11,4.0259E+11,4.15244E+11,4.34866E+11,4.65096E+11,4.92147E+11,5.14791E+11,
Italy,ITA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,14066220104,17818279475,23824673212,28991308030,35405702717,46795643170,60358834253,81419430141,,,,,,2.27519E+11,2.53442E+11,2.5424E+11,2.85005E+11,3.1608E+11,3.51958E+11,3.95602E+11,4.16556E+11,4.19972E+11,4.76172E+11,4.95992E+11,4.92593E+11,4.69325E+11,4.81856E+11,4.90147E+11,5.21742E+11,5.32977E+11,5.52636E+11,5.6403E+11,5.8463E+11,6.1735E+11,6.33172E+11,6.64928E+11,6.94469E+11,6.88856E+11,6.90662E+11,7.08431E+11,7.04944E+11,7.10283E+11,7.22021E+11,7.338E+11,7.45017E+11,7.53328E+11,7.6074E+11,
Jamaica,JAM,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5136400000,6137600000,7470000000,10638900000,16321900000,25369300000,34454738165,44441719237,64225142380,72113242393,84743006819,93166282655,95780648100,1.13665E+11,1.4108E+11,1.73248E+11,1.88382E+11,1.9225E+11,2.24505E+11,2.52878E+11,3.10149E+11,3.87044E+11,3.33174E+11,3.49891E+11,3.61521E+11,3.58253E+11,3.95968E+11,4.27972E+11,4.61401E+11,5.05244E+11,5.38393E+11,5.44279E+11,
Jordan,JOR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819760000,856540000,891250000,1005890000,1086190000,1232420000,1414930000,1460020000,1599730000,1546890000,1626800000,1717430000,1925200000,2130010000,2600240000,3181800000,3496580000,4110600000,4899300000,5089600000,5055200000,6047100000,6485400000,6419000000,7191300000,7045000000,7323900000,7550600000,8096200000,8293700000,
Japan,JPN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.134E+11,2.8854E+11,2.8598E+11,3.56748E+11,4.41048E+11,4.79251E+11,6.40475E+11,8.25971E+11,,,,,,3.59254E+12,4.29494E+12,4.89917E+12,5.25909E+12,6.07394E+12,6.33178E+12,7.67083E+12,1.03462E+13,9.09059E+12,1.11699E+13,
Kenya,KEN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23304E+12,1.42609E+12,1.6852E+12,2.13175E+12,2.2076E+12,1.92452E+12,
Kyrgyz Republic,KGZ,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04171E+11,1.17274E+11,1.28777E+11,1.38188E+11,1.45109E+11,1.51812E+11,
Cambodia,KHM,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57411E+12,1.72211E+12,1.75366E+12,1.95498E+12,2.56316E+12,2.87386E+12,3.59254E+12,4.72147E+12,5.0025E+12,5.75433E+12,5.99314E+12,7.27421E+12,8.3977E+12,8.84417E+12,1.0553E+13,1.28408E+13,1.44539E+13,1.73631E+13,
